Review,Sentiment
Un ka aik aur tarika ye tha ke muhale ke gharib gharanon ki das bara saal ki teen char bachyon ko apne han le atein aur un ki kafeel ban jatein.,Positive
"Imam Bibi amor e khana dari ki taleem detein, silai karhai sikhatein, apni baho betiyon se parhne likhne ke elawa dini taleem dilwatein.",Positive
"Jitna arsa wo larkiyan un ki tehwil mein rehtein, wo un ki dekh bhal bilkul betiyon ki tarah kartein aur shadiyon ke waqat bhi un ko betiyon ki tarah rukhsat kartein. ",Positive
Shadi ke bad wo larkiyan un ke ghar isi tarah atein jese betiyan meke ati han.,Positive
"Itefaq se 9 November hi Iqbal ka youm e wiladat hai chunacha apni waldah ke inteqal par Iqbal pore 37 baras ke the, is ke bawajod unhon ne apni waldah ki mout ko is tarah mehsos kiya jis tarah koi kamsin bacha nehsos karta hai.",Positive
"Aap ko sakht sadma howa aur kai roz tak aap dil girifta rahe.apni waldah ki wafat ke hawale se Iqbal ne maha 
raja Parshad ko tehrir kiya:

鄭h! Isnan apni kazori ko chupane mein kis qadar taq hai. ",Positive
Be basi ka naam sabar rakhta hai aur phir is sabar ko apni himat o istaqlal ki taraf mansub karta hai.,Positive
Rana Liaquat Ali Khan ko tehreek e Pakistan ki aik khamosh rukun hone ke elawa Pakistan ke phele wazir e azam ki ahliya hone ka izaz bhi hasil hai. ,Positive
School aur college mein aap numaya hesiyat ki hamil thein.,Positive
"Aap ki tabai hazir jawabi, bazla saji aur shafuftagi mukhatib ko garwidah kar leti thi.",Positive
Talebat ki sargarmiyon mein aap pesh pesh rehti thein.,Positive
Liaquat Ali Khan ki sari khat o kitabat aur type ka kaam Begum Liaquat Ali Khan injam detein thein.,Positive
Siyasi kaamon mein bhi Begum Liaquat un ki madad kartein. ,Positive
"Rana Liaquat har mumkin had tak apne shohar ka hath batane ke elawa gharelo zimedariyan bhi pori kartein.
",Positive
Begum Liaquat ne un ki parwarish nihayat zimedari se ki.,Positive
"Quaid e Millat apni siyasi masrofiyat ki wajah se bachon par tawajah nahi de sakte the, is leye ye zimedari mukamal tor par begum Liaquat ke kandhon par aan pari aur unhon ne ye zimedari nihayat kamyabi se nibhai.",Positive
"Ab Liaquat Ali Khan aur Begum Liaquat par nai zimedariyan aan parein mashriqi Punjab aur degar khiton se mahajireen ka jo selab umad para tha, is ki bina par Liaquat Ali Khan ka hath batane ke leye baqaidah khidmat aur bani no insan ki imdad ki tanzeem ka aghaz kiya.",Positive
Gharelo khawateen ye baat janti h na thein ke wo ghar se bahar bhi koi khidmat injam de saktein hain.,Positive
"Un halat mein natajurbe kar khawateen ki tanzeem banana aur un se musibat zadgaan, nadar mohtaj afrad ki khidmat ka kaam lena yaqenan mushkil tareen kaam tha lekin Begum Rana Liaquat Ali Khan ne is kaam ka bera uthaya.",Positive
Is azeem kaam mein unhen jo kamyabi nasib hoi wo yaqenan heratnak hai.,Positive
"Un ki qayadat mein natajurbekar Pakistani khawateen khidmat e khalq ke leye jis tarah mutahid hoein aur kaam kiya wo apni missal aap hai.

Begum Liaquat Ali Khan ka sab se bara karnama 鄭pwa・yani aal Pakistan anjuman khawateen ki tashkil aur tanzeem hai.",Positive
Is ki wajah se un ka naam Pakistani tarikh mein hamesha zindah rahe ga.,Positive
22 February 1949 ko Pakistan bhar se unhon ne esi khawateen ko madu kiya jo zindagi ke mukhtalif shobon mein mufeed aur karaamad kaam anjam de rahein thein.,Positive
"Ye Pakistan ki tamam khawateen ki anjuman hai aur is mein shirkat ke leye kisi rutbe, darje, mazhab ya firqe ki qead nahi.",Positive
"Is anjuman ka maqsad Pakistani khawateen ki samaji, taleemi aur saqafati islah hai.",Positive
Is ki shakhein Pakistan ke charon sobon aur kafi zilon mein hain. ,Positive
"Apwa ki zer e nigrani kai school aur college khole gaye hain, hospitals qaim kiye gaye hain, amor e khanadari ka khas intezam kiya gaya hai.",Positive
"Is tanzeem ka maqsad khawateen ki sahi tor par tarbiyat karna hai.

Liaquat Ali Khan ki shahadat ko unhon ne nehayat hosle ke sath bardasht kiya aur is ke baad bhi Apwa ki sargarmiyan jari rakhein.",Positive
Hukumat e Pakistan ki janib se un ko kai aala uhdon par faiz kia gaya.,Positive
Aap nihayat hoslamand aur jari khaton thein. ,Positive
Begum Rana Liaquat Ali Khan ne tamam zindagi insaniyat bilkhusos khawateen ki khidmat mein guzari.,Positive
"Aap bachpan hi se semab sifat, takhliqi aur mutajasis zehan ki malik thein.",Positive
Hosh sanbhalte hi apne ishteyaq ke sabab mukhtalif adyan ka mutala kiya aur Islam se behad mutasir hoein.,Positive
Is ke baad Hammer Smith College mein county council of Landon ki taraf se munaqidah fine art ke imtehan mein scholarship hasil kiya.,Positive
Art ki baqaidah taleem Sent Marten School of Art Chairing Cross Landon se hasil ki aur phir Landon council se senior scholarship of fine art lene ke bad Royal College of Art Landon mein dakhil hoein.,Positive
Royal College se art ki taleem mukamal karne ke bad Royal College hi mein associate in design muqarar hoein.,Positive
Punjab University Lahore mein aap ne bartanwi tarz ke syllabus ke bajaye American syllabus raij karwaya kyun ke bartanwi syllabus mein un ke khayal ke mutabiq ye khami thi ke theory aur practical alag alag karwaye jate the lekin American tarz ke mutabiq theory aur practical aur art ki tarikh aik sath parhaye jate the jis se talba ziyadah mustafeed hote the aur un ki dilchaspi barqarar rehti thi.,Positive
Aap ne art ki classes ki farogh mein aham kirdar ada kiya.,Positive
Anna Molka Ahmed ki koshishon se Punjab University fine art department jald hi mustehkam ho gaya aur talba ko fine art se khusosi lagao paida ho gaya.,Positive
Anna Molka Ahmed ki koshishon se 1958 mein M.A fine arts ki classes ka ijra howa aur 1960 mein B.A owners ka teen saala course bhi shuru howa.,Positive
1964 mein aap ne painters aur graphic designers ke leye peshawarana courses ka ijra kiya.,Positive
Mosam e garma ki tatilat mein aap apne khawand ke sath shumali elaqajat ki seer ke leye jatein aur qurat ke hasein manazir ko apne brush ki girift mein la kar na sirf dekhne walon ki aankhon ki dawat ka saman latein bal ke sath sath fan ke giran kardar namone bhi jama kar jatein.,Positive
 Anna Molka Ahmed ke baad ane wale fankaron ne in shah paron se behad istefadah kiya aur art ki taraqi ka bais banne.,Positive
Pakistani afwaj ke leye banai gai aap ki tasweer 賭easar ul hind・ko behad pazirai mili aur ye tasweer aap ne Pakistani Army ke liye teen martaba taiyar ki,Positive
Anna Molka Ahmed ne taqreban nifs sadi tak fan e musawiri ki khidmat ki.,Positive
"Ana Molka ne landscape, philosophical aur mazhabi paintings, drawing aur mono mantel painting ke beshumar namone bator yadgar chore hain.",Positive
Pakistan ki dehati zindagi ki akasi aur qudrati manazir un ke dil pasand muzoat mein se the.,Positive
Is ke elawa 1982 mein aap Quaid e Azam artists award 1983 mein Pakistan federation of business and professional woman club ki taraf se gold meddle ki mutahiq qarar de gaein.,Positive
Bilquis Edhi ke naam se kon waqif nahi.,Positive
"Bilquis Edhi bemisal samaji karkun, Abdul Satar Edhi ki nifs behtar hain.",Positive
Aur guzishta 46 saalon se ye farz is khubi ke sath nibhati chali arahi hain ke aaj na sirf Pakistani unhen ehtaram ki nazar se dekhta hai balke un ki belos khidmaat ka sherah beron e mulk bhi hai.,Positive
Pakistani quom unhen madar e Pakistan・ke laqab se pukarti hai.,Positive
Yaqenan kuch afrad ese hote hain ke Allah buzurg o bartar jinhen kuch khas kaamon ke leye muntakhib karta hai. ,Positive
Aur aaj wo samaji karkun aur Bilquis Edhi Foundation ki sarbarah ki hesiyat se pehchani jati hain.,Positive
Bilquis Edhi ki karkardagi ka dairah is qadar wasi hai ke mukhtasir alfaz mein jis ka ahata mumkin nahi.,Positive
Bilquis Edhi ne shohar ka sath dete howae foundation ke kaamon mein bharpor tarike se un ka sath diya.,Positive
Edhi center mein 1952 se qaim shudah jhula project ka charge bhi unhon ne bakhubi sanbhala.,Positive
Is project ke tehat ab tak mulk bhar se hazaron ki tadad mein unchahe bache panah hasil kar chuke hain. Bilquis Edhi ne logon ke leye ye aam pegham jari kiya ke 砥nchahe bachon ko jan se na marein balke unhen humare jhulon mein dal den.,Positive
"Bilquis Edhi , Pakistan bhar mein khososi tor se uraton aur bachon ke mamlat sanbhalti hain.",Positive
Wo ab tak hazaron gharib aur nadir larkiyon ki shadi ache gharanon mein karwa chuki hain.,Positive
Un ki dardmandi ka andaza is baat se lagaya ja sakta hai ke dehshat gardi ke waqeyat aur mukhtalif hadsat mein halak hone walon ke bkhire aza ko mutadid martaba unhon ne apne hathon se yakja kiya.,Positive
Hazaron lawaris bachon ko pal pos kar bara kia aur taqreban 1 lakh larkiyon ko un ke ghar pohchane ka neek kaam sar anjam deya.,Positive
Bilquis Edhi ko in khidmaat ke eteraf mein filal e Imtiaz・aur amon Magsaysay・award ke elawa 350 mutafariq inamaat aur ezazat mil chuke hain jin ki tafseel khud unhen bhi yad nahi.,Positive
Tahum un ka kehna hai ke b main ne ezazat wasol karne chord eye hain.,Positive
Aur main sirf kaam par tawajah dena chahati hun kyun ke waqat kam hai aue kaam bohat ziyadah hain na jane kab humara bolawa aajaye.,Positive
Helen Keller ki kahani aik behri aur nabena bachi ki kahani hai jis ne apne andhe pan aur behre pan ke bawajod na sirf aala taleem hasil ki balke mayos logo ke dilon mein apne josh aur walwale se himat paida ki.,Positive
Miss Salon Helen Keller ki zindagi mein inqelab ban kar warid hoein,Positive
Helen Keller ke hath par pani ke nal se pani gira kar us ko pani ki hije yaad karati.,Positive
Yahan tak ke Helen Keller ke tajasus ki tasqeen ke liye Miss Salon ne Helen ki hatheli par ande se choza nikalne ka aamal tak mukamal karaya.,Positive
Is tarah Helen Keller ki zindagi mein taleem ka aghaz howa aur baad mein wo mukhtalif marahil te kar ke aik shandar musanifa bani.,Positive
Is dor mein Helen Keller bohat mehanti aur hoshiyar shagird sabit hoi aur bari asani aur josh se us ne ubhri hoi tehriron ko parhna shru kar diya.,Positive
Us ke khatot se us ki ghair mamoli sojh bojh aur us ke dilchaps khayalat ka andaza hota tha.,Positive
Helen ko ye jan kar bari khushi hoi ke aur bhi bache ese the jo us ki zaban mein batein karte the aur wo jab garam joshi se us ka hath dabate to use mehsos hota ke us ke un ke darmiyan aik ghair mari rishta hai.,Positive
1890 mein jab Helen Keller ki umar 10 saal thi to us ki ustani us ko mukhtalif mashkein karati thi jin ki madad se Helen Keller mukhtalif English horf e tahaji ki awazein likalne ke qabil ho gai taham wo bhar por awaz na likal sakti thi aur us ke bole howe alfaz sirf us ki ustani hi samajh sakti thi.,Positive
"1900 mein Helen Keller ne Unani, Latini, German, Algebra aur Geometry ke imtehanat pass kiye aur red Cliff College mein dakhil ho gai.",Positive
College mein us ne agarcha nihayat masrofiyat ke aalam mein char saal guzare lekin is arse mein us ne do kitabein zeri zindagi ki kahani・aur jijaiyat・takhliq kein.,Positive
In kitabon mein us ne is yaqeen ka izhar kiya ke musarrat aur shadmani ki badotal is qabil ho saki hai ke wo masher ki khidmat kar sake.,Positive
"College ki rasmi taleem diploma hasil karne par khatam ho gai tahum us ki ghair rasmi taleem kabhi khtam na hoi aur ingrezi, francici aur German kutub ko parhti rahi aur naye josh o kharosh se likhti rahi.",Positive
Dosron ki madad kar ke wo khushi mehsos karti.,Positive
Rafah e aam ke kaamon aur qalmi imdad se kabhi gurez na karti.,Positive
Helen Keller ki ziyadah tar koshishein apne hi jese degar nabena afrad ke leye waqf thi. ,Positive
Helen Keller zati tor par dosron ko himat delati aur un ke dilon mein zindah rehne ki lagan barhati.,Positive
Wo nabena afrad ke Mesa chastise commission ki rukun bhi banni.,Positive
Isi tarah nabena aur behre afrad ki degar kai anjomanon ki rukniyat bhi us ne qabol ki.,Positive
Rafta rafta us ki shurat barhne lagi aur aik waqat aaya ke us ke pas America aur Europe ke dor daraz shehron se bhi khutot aane ka bhi silsila shuru ho gaya. ,Positive
Helen Keller ke doston ka halka bohat wasi tha.,Positive
Us dor ke mushahir ke sath us ke gehre taluqat the.,Positive
Wo nihayat bahimat aur deleer khaton thi.,Positive
Helen Keller ne tamam umar mayosi ko qareeb na phataken deya aur apne azam o himat se mazoron aur sehatmandon ki duniya mein aik esi roshan missal qaim kar di jis ko duniya yad rakhe gi.,Positive
Justice Retire Majida Rizvi bhi un basaor khawateen mein shamil hain jo mehaz apne leye nahi jetein.,Positive
"Majida Rizvi ne apne liye apni jid o jehad aur mehnat se aik buland aur qabil e fakhar muqam hasil kiya, Majida Rizvi Pakistan ki pheli khatoon Judge hone ka ezaz hasil hai aur apne shube ki wo behad laiq aur muhtaram shakhsiyat hain.",Positive
Jab main ne law ki taleem hasil ki to mery samne amli zindagi mein apni salahiyaton ke istemal ka jazba aur lagan karwatein lene laga.,Positive
6 mahene bad jab mujhe qanon ke shube mein amli tor par ane ki ijazat mil gayi to January 1963 mein meri enrolment hoi aur is ke bad main ne phir kabhi palat kar nahi dekha.,Positive
Apne kaam mein is tarah magan hoi ke mujhe khud bhi ye ehsas bad meinhowa ke koi undekhi lagan hai jo mujhe yun din raat masrof rakhe howae hai.,Positive
Is tarha District Court mein apni practice jari rakhte howae main ne senior Judge ke sath family laws par kafi kaam kiya.,Positive
Main in columnon mein urton ke masail aur un ka hal batati thi.,Positive
Is doran business and professional association walon ki ema par main ne aik booklet bhi likhi jis mein Islam aur family laws ke tehat uraton ke hoqoq ki wazahat ki gayi thi.,Positive
Jo logon mein taqseem kiye gay eta ke wo apni zabanon mein baasani un masail o mamlat ko samajh sakein.,Positive
Pheli dafa mera naam gaya tha.,Positive
Jab mera naam Chief Justice ke pas tha to us waqat ki hukumat bartaraf kar di gayi thi amomi rawaiya bhi kuch hosla aafza na tha log chahate the ke aala adalati nizam mein khawateen age na ane payein jab ke lower judiciary mein kafi khawateen thein jo kaam kar rahein thein.,Positive
1994 mein jab High Court ki pheli khatoon Judge banni to ye mery leye bare ezaz ki baat thi.,Positive
Aain aur mazhab mein khawateen ko jo hoqoq deye gaye hain un se Majida Rizvi pori tarah mumain hain.,Positive
"Unhon ne 50 baras tak bila takhsis rang o nasal aur mazhab o quom, bemar aur besahara afrad ki khidmat ki.",Positive
Mother Teresa ki khidmat ka almi satah par eteraf kiya gaya aur 1979 mien Mother Teresa aman ke Noble Prize se nawaza gaya.,Positive
"1937 mein mazhabi half bardari ke baad unhon ne le sew kass ki senit Teresa, jise ghair mulki mublighon ka sarparast senit qarar diya jata hai, ka naam ikhteyar kar leya. ",Positive
Kolkata ke gharib aawam ki halat e zar ne Mother Teresa ke dil par ghehra asar muratab kiya aur unhon ne mehaz mazhabi khidmat anjam dene ke bajaye insani khidmat ko apni zindagi ka maqsad bana leya.,Positive
1948 mien unhon ne convent chor kar Kolkata ke maflok ul haal afrad ke darmiyan aik ministry ka aghaz karne ki ijazat mangi aur ijazat miln par kaam ka aghaz kar diya.,Positive
1950 mein Mother Teresa aur un ke rofaqa ko Roman Catholic Church ke tehat charity meshes qarar de diya gaya.,Positive
1952 mein Mother Teresa ne Nirmal hriday (shafaf dil) naami idara qaim kiya jis ke bunyadi maqasid mein gharib marizon ka ilaj karna shamil tha.,Positive
"Zindagi se mayos marizon ko wo apne idare mein latein, un ki khidmat katein aur ese kai afrad ko nai zindagi se hum kinar karwatein jinhein un ke doctor marz e mout mein mubtala qarar de chuke the.",Positive
Mother Teresa ka kam sirf Kolkata ya Bharat tak mehdod na raha balke duniya ke kai hisson tak pheel gaya.,Positive
Is ke bawajod wo apni khidmat anjam deti rhein lekin 1997 mien halat is nehaj par pohanch gaye ke idare ki zimedariyon ki kama haqa takmil mumkin na rahi jis par Mother Teresa ki jagah Sister Nirmala ne idare ki sarbarahi ke faraiz sanbhal leye.,Positive
Agar cha inhi dinon Lady Diana ki jawan margi ka dil kharash saniha pesh aya tha lekin is ke bawajod Mother Teresa ki mout logon par anpa asar chore baghir na rahi.,Positive
Mother Teresa agar cha is duniya se ja chuki hain lekin un ke hathon shifa pane wale mariz aur un ke idare se nai zindagi ki naveed pa kar nikalne wale afrad unhein apni yadon mien hameshah zindah rakhein ge.,Positive
Aaj bhi Lady Diana ke tazkare par bohat si aankhe nam ho jati hain.,Positive
29 July 1981 ko Princes Charles se Lady Diana ki shadi ki aik esi taqreeb thi jese log umoman khuwabon mein dekhte hain.,Positive
Lady Diana ki shakhsiyat kuch esi dil kash aur man mohni thi ke media un ki tarah khincha chala aata tha.,Positive
Shahzadi diana sirf apni shahi hesiyat aur ghair mamoli shakhsiyat ki wajah se hi media ki tawajah ka markaz nahi rahein balke is ki aik bari wajah un ki beloss samaji aur rafahi khidmat bhi thein.,Positive
Unhon ne duniya bhar mein barodi surangon par pabandi lagwane ke leye bhar por muhim chalai thi.,Positive
" Mazor aur mulhik amraz mein mubtala bachon se un ki mohabat ka ye alam tha ke sakht garmi mien din bhar ka safar kar ke Africa pohanchein aur aik hospital mien aik bache ka hath pakar kar kai ghante us ke pas beti rahein, jis ki donon tangein barodi surang se urh gai thein.",Positive
Wo bacha bach nahi saka magar mehaz Lady Diana ki mohabat o shafqat ke ehsas ne us ki aziyat kam kar di.,Positive
Wo marte waqat khush tha.,Positive
Lady Diana Imran Khan ke Shukat Khanam Memorial hospital mein fundraising ki aik taqreeb mein shirkat ke leye Pakistan aaein to cancer ke mariz bachon ko bhi god mein leye bethi rahein jihein shayad un ke nihayat qarebi azizon ne bhi god mein bethana chor diya tha. ,Positive
Lady Diana das (10) se zaid bare aur ban ul aqwami falahi idaron ke uhde daron mein shamil thein jin ke leye atyat jama karne ki sargarmiyon mein hissa lene ke elawa unhon ne un idaron ko apne zati sarmaye mein se bhi bari bari roqom di thein .,Positive
"Guzishta aik saal ke dauran Pakistan mein ladkiyon aur aurton ke liye qaiym Edhi homes jin mein Karachi, Multan, Lahore, Islamabad, Peshawar, Quetta mein gharelo tashaddud ya deegar wajohaat ki bunyad par panah ke liye aane wali ladkiyon, aurton jin ke sath bachen bhi the, un ko aarzi taur par panah di gai.",Positive
Khyber pakhtunkhuwan mein 2012 ki ba nisbat 2013 mein bomb blast aur khudkash hamlon mein numayan kami aai.,Positive
Khidmat-e-khalq kay shube mein Pakistan aur duniya ki jani mani shakhsiyat Abdul Sattar Edhi al maroof moulana Edhi Pakistan mein Edhi Foundation kay sadar hain.,Positive
Edhi Foundation ki shakhein tamam duniya mein pheli hoye hai.,Positive
Dono ko 1986 mein awami khidmat kay shube mein saman maksa award say nawaza gaya.,Positive
App paidaishi leder thay aur shuro say hi apnay doston ki chote chote kamo aur khel tamashe karne per hosla afzai karte thay,Positive
Jab in kay walida inhein school jate waqt do pese dete to woh in mein say aik paisa kharch karlate the aur aik paisa kisi zarurat mand ki zarurat puri karne kay liye de detay. ,Positive
11 saal ki umar mein inhone apni maa ko dekh bhal ka kaam sambhala jo shadeed qisim kay ziya diabetes mein mubtala thein. ,Positive
"Choti umar mein hi inhon nay apnay say phelay dusron ki madad karna sikh liya tha, jo agay ki zindagi kay liye kamyabi ki kunji ban gaya.",Positive
 Iss kay alawa app nay yeaha apne dosto ko tadrees ki taraf bhi ragab kiya.,Positive
App nay sada tarz-e-zindagi apnaya aur dispensary kay samne bench per hi so late ta kay bawaqt zarurat fouri tour per madad ko pohunch sake.,Positive
inhone nay shehar kay nowah mein khemey lagwaye aur muft madafati adwaiyat farham kein.,Positive
Mukhiyair hazrat nay in ki dil khul kar madad ki aur in kay kamo ko dekhte huwe baqi Pakistan nay bhi imdadadi raqam say inhone woh puri imarat kharedli jaha dispensary thein aur waha aik zachgi kay liye center aur nurseon ki tarbiyat kay liye school khula aur ye hi Edhi Foundation ka aghaz tha.,Positive
Anay wale salao mein Edhi Foundation Pakistan kay baqi elaqo tak bhi phelti gai flu ki waba kay baad aik karobari shaksiyat nay Edhi ko kafi bari raqam ki imdad di jis say inhone aik ambulance khareedi jis ko woh khud chalate thay.,Positive
Karachi aur undorene Sindh kay liye woh khud rawana hote hain aur Edhi foundation ki hadsat per rade ammal ki raftar aur khidmat municipal ki khidmaat ziada taiz behtar hain.,Positive
Edhi marakazi aik khasiyat ye bhi hai kay Edhi marakz kay bahir bacha gari ka ahtemam hai ta kay khawateen bache ki dekh bhal nahi kar sakti apne bache ko yeaha chor kar ja sake is bache ko Edhi foundation apne yateem khane mein panha deti hai aur isko muft taleem di jati hai.,Positive
Edhi International Ambulance ka qiyam ,Positive
Islami duniya mein Edhi foundation har musibat aur mushkil waqt mein aham imadad farham karti hai.,Positive
Foundation nay sirf Pakistan mein hi nahi bal kay bain ul aqwami satah per bhi turraki ki hai.,Positive
Begum Bilquis Edhi aur Kubra Edhi nay is mouqe per kaha kay woh duniya ka ameer ya ghareeb mulk ho wahaan mareez mareez hi hota hai.,Positive
"ambulance ka maqsad insano ki jane bachana hota hai aur humay iss baat ki khushi ho gi kay Edhi International Ambulance Foundation ki ambulances duniya bhar mein insano ki janein bachayein khwa woh London, New York , Tokyo, Tilabib, Beirut aur Damishq hoon.",Positive
inhon nay kaha kay insaniyat ki ban ul aqwami khidmat kay hawale say hamara aik qadam aur age bhar raha hai.,Positive
 Ajj Pakistan kay alawa Islami duniya mein bhi Edhi nay aik ghar khudgharz aur muhtarma shaks kay tour sherat pai hai shurat aur izat kay bawud inhone apni sada zindagi ko tarak nahi kiya woh sada rawati Pakistani libas pehante hain jo sirf aik ya do din in ki mumlikat hai iske alawa in ki malkiyat khele joto ka aik jora hai jis ko woh sabqa 20 sal say istemal kar rahe hain,Positive
Aur ye bhi haqiqat hai kay Edhi foundation ka begat aik caror ka hai jis mein say woh apni zat per aik paisa bhi kharch nahi karte.,Positive
Edhi Foundation Ambulance Service app kay beta Faisal batate hai jab Afghanistan mein markaz ka iftetah kiya ja raha tha to amla mehmano aur sahafiuo kay bethne kay liye kursiya kharedli jab Edhi wahan aye to woh is baat say sakht khafa huwe khun kay in kay khayal mein ye raqam kisi zarurat mand ki madad per kharch ki ja sakti thi.,Positive
Iss raat clinic kay farash per ambulance kay drivers kay sath soye.,Positive
Ajj Edhi foundation taraqi ki rah per gamazan hai.,Positive
"Edhi mustaqbil ki taraf dekhte huwe kahte hain, woh Pakistan kay har alaqay mein per hospital tameer karna chahte hain. ",Positive
Woh hukumat ya sabqa mazhabi jamaton say imdad bhi nahi latay khun kay woh samjhte hain kay in ki imdad mashrot hoti hai.,Positive
Edhi bazat khud bagair choti kiye taweel tareen arse tak kam karne kay alami record kay hamil hain aur record bane kay baad bhi abhi tak inhone nay chutti nahi li.,Positive
"meine yeh cream apne ghar waloun kay liay khareedi hai aur unbkay baqaul, yeh bohat achee hai istemal karne mein. The Vitamin Compnay khud bhee itne achay products nikaltee hai, tabhee isko trust kia. Delibhee tez aur theek thaak thee :)",Positive
Bohtt he aala,Positive
Market sey thora sasta mil raha tha yehan tou main ney yehin sey ley lia apni baki items kay sath. Quality bohat achi lagi kyunkay baalon kay liye healthy sabit hua aur split ends theek kar diye.,Positive
Es shampoo say bal sarah dil naram rhte ha. Thanks daraz,Positive
Bht khoob,Positive
Bht Achi Product Hai Ap Agr Lena Chahte Hain Sochiye Mat Jaldi Se Le Lain Thanks #Hafeez313,Positive
"Bohat acha perfume hai, iski bottle se lekar iski looks aur iski smell, sab se mein mutmaeen hoon. Bari tez khushboo hai jo long lasting bhee laggi. Aur price mein bhee itna mehngaa nia laga :)",Positive
"color bilkul natural lagta hai , mere hair color se sahi se match hua hai aur lagane mein b aasan hai lekin mjhe isko lagate hue bohat dar lagta hai qk spray krne k foran bad yeh bohat ziada heat up krdeta hai.. bohat hee zada heat mehsoos hoti hai isliye mene isko apply krna chordia hai",Positive
"yeh mask bohat acha hai aur is se blackheads kafii hadh tak saaf hojate hain.. meine isko internet pe hi dekha tha aur iske bohat achay reviews parhne k bad khareeda yeh meine, yeh ziada time nahi leta dry hone mein lekin iske results bohat achay hain face pe, clean hojati hai is se skin aur oil b nahi ata",Positive
bohat maza aya acha timing bhi achi deta hai material bhi acha hai,Positive
"Abhee tak tou bara acha chal raha hai. Aur iski motor bhee kaafi achi hai kay skin pe dabba kar bhee iskay jorotation head hai, woh apna asar bohat tezi se dekhatay hain. Aur iska size bhee portable hai. Sab se best cheez isko istemal karna hai, bohat asan ahi aur results se mein khush hoon :)
",Positive
 App ki walda ka naam Aysha Bibi tha jo aik neak aur mutaqi khatoon thein,Positive
 Achi karkardagi ki bina par unhen sirf 6 mah baad hi Qasim Platoon ka commander muqarar kar diya gaya aur agle hi saal bator boy company commander taraki de di gai,Positive
 Major Muhammad  Akram Shaheed ki jurat aur bahaduri ki dastan aaj bhi pak foj ke jawanon ki zabanon par hai,Positive
Major Muhammad  Akram Shaheed jese jawan himat logon ki badolat hi ye watan e aziz mujodah muqam par pohanchne ke qabil howa,Positive
 Quom ka har fard Major Muhammad  Akram Shaheed ko salam pesh karta hai,Positive
" Major Muhammad  Akram Shaheed ardili Sajed Khan aik waqeya is tarah bayan karte hain ke jab mashriqi Pakistan ki larai zoron par thi t mein Major Akram ke sath aage jaraha tha kyun ke mujhe un ki jan aziz thi, achanak wo roke aur mujh se kaha, Sajed tankhawa main ziyadah leta hun ya tum?Main ne kaha ke “sahib app ziyadah lete hain",Positive
Musalmano ne geographic ko jo taraqqi di hai,Positive
" Is liye aik taraf to musalmano ne is ilm ko wo jis halat mein bhi mila, Arabic mein muntaqil kar ke mehfooz kiya",Positive
 Phir apne tajurbat ke sath is mein izafe ke liye bilkhasoos batilmos ke riyazati geography ko inho ne aur aage barhaya,Positive
 10 century eisvi mein Ibn Hauqal se e kar 14 century eiswi mein Ibn Batota tak jo safarname shaey hue un se maloom hota hai ke wo karra e arz ki siyahat mein yunanis se aage nikal chuke the,Positive
" Uloom tareekh aur geography ko aise buland meyar par pohnchaya, jahan wo is se pehle nahi pohanche the",Positive
"Musalmano ki awwaleen geographies mein Ibn Khurdad ( Abu Al Qasim Bin Abdullah ) ka naam aata hai, jo 202 hijri mein guzre hain",Positive
" Is ke 50 saal bad Al Ya’qubi ka zikar aata hai, jinho ne geography ko aik baqaiyda ilm ki hesiyat di",Positive
 Inhe Islamic geographies ka bawa Aadam bhi kehte hain,Positive
" Kyun ke inho ne tamam Geographies se hat kar aik nae raah mutayyan kit hi, jo bad ki geographies ke liye aik bunyad sabit hui",Positive
 Inho ne yeh safar husool e ilm ke liye kiya tha,Positive
 In ke kaam se andaza hota hai ke wo apne ahead se bohat aage the,Positive
 Goya yeh geographies America ki ittefaqia daryaft se pehle is ka ilm rakhte the aur is ki simt se bhi waqif the,Positive
 Aakhir ul zikar geographies ko koh e qaaf aur koh ul tani ki bulandi napne aur dewaar e china ki tehqiqaat karne par mamoor kiya gaya tha,Positive
 Jise inho ne barhi khush isloobi se anjaam diya tha,Positive
 Kitab ul baldan mein inho ne mukhtalif mumalik ka zikar karte hue in ke tabai halaat barhi sharah o tafseel se beyan kiye hain,Positive
 General Raheel Sharif Nishan e Haider Hasil karne wale Major Shabbir Sharif Shaheed Sitara e Jurrat aur Captain Mumtaz Sharif Sitara e Basalat ke chote bhai hain,Positive
General Raheel Sharif Command Staff aur Instructional taqaruriyon ka wasi tajurba rakhte hain,Positive
Pakistan ke azeem sapoot Rashid Minhas 17 February 1951 ko Karachi ke Air Force hospital mein raat 9:40 pm per peyda hue,Positive
Rashid Minhas ki salahiyaton ko jila bakhshne mein in ke taya Abdur Rasheed ka bohat barha hath hai,Positive
" Thatta ke qarib unho ne hatmi faisla kiya aur Hindustani border se 32 meel door Shaheed Dero ke maqam par tayyarey ka rukh zameen ki taraf kar ke takra diya, lekin unho ne dushman ki hudood mein dakhil na hone diya",Positive
 Pakistan Air Force ki tareekh mein aap ka naam hamesha darakhsha rahega,Positive
 Yeh baat qabil e ziker hai ke 1965 ki Pak Bharata jang mein Sawar Muhammad Hussain abhi Devi Hai School mein zere taleem they lakin un ke dil mein watan se bharpoor mohabbat ka jazba maujood tha app ne primery tak taleem Mozu Jhang Phero mein pae,Positive
